SEGID,CCSGROUP19,FACMANADJ,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
3125_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3125_000.1,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
3126_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3126_001.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3126_003.0,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
3126_003.5,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
3127_000.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
3127_001.2,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
3128_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3129_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3129_004.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3130_000.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
3130_001.4,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
3131_002.1,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3131_002.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3132_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3132_006.6,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3133_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3134_000.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
3135_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3136_000.0,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
3136_001.0,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
3140_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3140_015.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3141_000.0,COW,0,1.071,1.033,0.9221,1.0202,0.9451,1.1537,0.8591,1.0082,1.031,1.0252,1.071,4,1.0446,1.0376,0.9847,1.0366,0.9642,1.0393,1.0469,1.0241,0.6416,1.0859,1.0476,1.0677,0.8029,1.0695,0.9642,0.9088
3141_001.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3142_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3142_000.3,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3142_001.7,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3143_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3144_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3145_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3146_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3147_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3148_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3148_000.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3148_001.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3148_002.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3148_002.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3148_003.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3149_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3149_001.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3149_001.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3151_000.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3151_000.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3152_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3152_000.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3152_001.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3152_001.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3152_002.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3152_003.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3153_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3153_000.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3153_001.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3153_001.2,COW,0,1.071,1.033,0.9221,1.0202,0.9451,1.1537,0.8591,1.0082,1.031,1.0252,1.071,4,1.0446,1.0376,0.9847,1.0366,0.9642,1.0393,1.0469,1.0241,0.6416,1.0859,1.0476,1.0677,0.8029,1.0695,0.9642,0.9088
3154_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_000.2,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_001.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_001.2,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_001.3,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_002.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_002.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_004.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3154_005.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3155_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3155_000.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3156_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3157_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_001.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_002.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_002.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_003.3,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_003.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_004.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_005.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_005.3,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_006.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3158_006.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3159_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3159_000.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3159_000.3,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3159_001.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3159_002.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3159_003.2,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3160_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3160_000.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3160_000.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3160_000.7,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3161_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3161_000.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3162_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3162_000.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
3162_000.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
