SEGID,BMP,EMP,PLANAREA,AADT2019,SUBAREAID,DISTANCE,CO_FIPS,F_AREA,CCSGROUP19,FACMANADJ,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
0068_061.8,61.811,62.581,WFRC,12632.0,1,0.767496968725,35,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_062.6,62.581,63.765,WFRC,13640.0,1,1.18802036683,11,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_063.8,63.765,64.365,WFRC,14565.0,1,0.601068840187,11,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_064.4,64.365,65.736,WFRC,10614.0,1,1.37501972491,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_065.7,65.736,66.636,WFRC,10614.0,1,0.900474765029,11,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0068_066.6,66.636,67.261,WFRC,10614.0,1,0.641636511686,11,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_067.3,67.261,68.189,WFRC,9680.0,1,0.957842815151,11,WFRC,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0068_068.2,68.189,68.7,WFRC,10968.0,1,0.510768472565,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_068.7,68.7,68.852,WFRC,10968.0,1,0.152268346162,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_068.9,68.852,68.989,WFRC,15944.0,1,0.136807419912,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_069.0,68.989,69.211,WFRC,15944.0,1,0.223091625905,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_069.2,69.211,69.554,WFRC,25438.0,1,0.344071134529,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_069.6,69.554,69.974,WFRC,15373.0,1,0.424240462244,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_070.0,69.974,70.236,WFRC,15373.0,1,0.263906075371,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_070.2,70.236,70.5,WFRC,15373.0,1,0.263835566653,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0068_070.5,70.5,70.623,WFRC,0.0,1,0.338316571478,11,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0070_000.0,0.0,1.358,UDOT,6085.0,0,1.36705432907,27,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_001.4,1.358,2.999,UDOT,4696.0,0,5.61139704247,27,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_007.0,6.955,17.161,UDOT,4279.0,0,10.2308479671,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_017.2,17.161,18.003,UDOT,4733.0,0,0.845893103291,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_018.0,18.003,22.113,UDOT,4733.0,0,4.12225017349,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_022.1,22.113,23.188,UDOT,4733.0,0,1.07839395601,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_023.2,23.188,25.763,UDOT,6784.0,0,2.57579429926,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_025.8,25.763,31.691,UDOT,5115.0,0,5.9361277001,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_031.7,31.691,37.132,UDOT,6077.0,0,5.45215228674,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_037.1,37.132,40.258,UDOT,6615.0,0,3.1365168375,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_040.3,40.258,48.92,UDOT,9163.0,0,8.67344197492,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_048.9,48.92,49.34,UDOT,6494.0,0,7.79880005694,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_056.7,56.705,63.199,UDOT,6841.0,0,6.49316912607,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_063.2,63.199,64.099,UDOT,4749.0,0,0.900590187863,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_064.1,64.099,86.772,UDOT,5366.0,0,22.6559980911,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_086.8,86.772,91.011,UDOT,5816.0,0,4.23187689354,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_091.0,91.011,94.223,UDOT,4288.0,0,3.21683883683,41,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_094.2,94.223,97.215,UDOT,4288.0,0,2.99373451614,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_097.2,97.215,99.487,UDOT,4288.0,0,2.27589460161,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_099.5,99.487,108.011,UDOT,4151.0,0,8.53024813469,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_108.0,108.011,108.162,UDOT,4263.0,0,8.54203398994,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_116.5,116.548,122.832,UDOT,4792.0,0,6.28750857866,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_122.8,122.832,131.499,UDOT,4792.0,0,8.67464064135,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_131.5,131.499,132.307,UDOT,4342.0,0,11.5040086756,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_143.0,142.995,149.198,UDOT,4342.0,0,6.20420087969,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_149.2,149.198,157.938,UDOT,5291.0,0,8.74963970911,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_157.9,157.938,160.403,UDOT,11795.0,0,2.46637114361,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_160.4,160.403,162.987,UDOT,8969.0,0,4.14988653125,15,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_164.5,164.546,175.584,UDOT,9590.0,0,11.0359081873,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_175.6,175.584,182.153,UDOT,11117.0,0,6.56549858142,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_182.2,182.153,187.413,UDOT,9506.0,0,5.26534469461,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_187.4,187.413,193.47,UDOT,8097.0,0,6.07112768748,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_193.5,193.47,204.737,UDOT,10419.0,0,11.2841655496,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_204.7,204.737,214.367,UDOT,8581.0,0,9.62913009456,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_214.4,214.367,221.885,UDOT,8400.0,0,7.51788723021,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_221.9,221.885,231.673,UDOT,8383.0,0,5.21059018193,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0070_227.1,221.885,231.673,UDOT,7669.0,0,4.56964191704,19,UDOT,CO9,0,0.9973,1.204,0.7665,0.9941,0.6688,1.0998,0.6497,1.3322,1.3222,0.9443,1.3322,7,1.1327,0.909,0.8704,1.0084,1.0466,1.1035,1.0248,1.2861,1.0057,1.0383,0.9265,0.9796,1.0262,0.9741,1.0466,0.695
0071_000.0,0.0,0.379,WFRC,26156.0,1,0.392657458446,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0071_000.4,0.379,1.379,WFRC,26156.0,1,0.999570939104,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0071_001.4,1.379,2.377,WFRC,34033.0,1,0.997950928778,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0071_002.4,2.377,2.878,WFRC,29372.0,1,0.503460074603,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0071_002.9,2.878,4.148,WFRC,28840.0,1,1.27452170946,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_004.1,4.148,4.723,WFRC,33456.0,1,0.574429732009,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_004.7,4.723,4.969,WFRC,34013.0,1,0.247224132148,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_005.0,4.969,5.099,WFRC,32864.0,1,0.129647805902,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_005.1,5.099,5.458,WFRC,32864.0,1,0.356640303403,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_005.5,5.458,6.016,WFRC,37070.0,1,0.555150584055,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_006.0,6.016,6.566,WFRC,14296.0,1,0.552895662729,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_006.6,6.566,7.212,WFRC,14296.0,1,0.646423597685,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_007.2,7.212,7.712,WFRC,15697.0,1,0.499045333219,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0071_007.7,7.712,8.212,WFRC,23454.0,1,0.500317816757,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_008.2,8.212,9.212,WFRC,27460.0,1,0.999243821819,35,WFRC,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0071_009.2,9.212,9.719,WFRC,28560.0,1,0.508743916242,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_009.7,9.719,10.233,WFRC,29245.0,1,0.515277676573,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_010.2,10.233,10.708,WFRC,40253.0,1,0.474743899459,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_010.7,10.708,11.46,WFRC,29656.0,1,0.751217577832,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_011.5,11.46,11.71,WFRC,29656.0,1,0.252113919166,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_011.7,11.71,12.155,WFRC,28866.0,1,0.444011147151,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0071_012.2,12.155,12.553,WFRC,28866.0,1,0.398029548348,35,WFRC,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
